,user.index,sugg.decision.utime,sugg.device.since,recognized.activity,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins60,jbsteps60
638,3,2015-08-24 20:31:40,676.219722222222,IN_VEHICLE,"store,point_of_interest,establishment",Mostly Cloudy,21.9,0.0,0.0,0.0,0.0,0.0
639,3,2015-08-24 23:01:34,678.718055555556,IN_VEHICLE,"bar,restaurant,food,point_of_interest,establishment",Overcast,19.1,0.0,0.0,0.0,8.0,717.0
643,3,2015-08-25 20:31:08,700.210833333333,IN_VEHICLE,"store,health,point_of_interest,establishment",Overcast,17.0,7.0,0.0,0.0,0.0,0.0
650,3,2015-08-27 13:32:11,741.228333333333,STILL,work,Overcast,15.0,6.0,2.0,0.0,4.0,327.0
653,3,2015-08-27 20:31:23,748.215,STILL,"cafe,food,point_of_interest,establishment",Overcast,19.0,1.1,0.0,0.0,0.0,0.0
656,3,2015-08-28 15:21:38,767.0525,STILL,work,Partly Cloudy,19.7,0.0,0.0,0.0,4.0,190.0
657,3,2015-08-28 18:31:45,770.221111111111,STILL,work,Partly Cloudy,24.1,0.0,0.0,0.0,4.0,147.0
658,3,2015-08-28 20:31:42,772.220277777778,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Partly Cloudy,23.4,2.0,0.0,0.0,6.0,610.0
659,3,2015-08-28 23:01:36,774.718611111111,UNKNOWN,"restaurant,cafe,food,point_of_interest,establishment",Partly Cloudy,22.6,0.9,0.0,0.0,16.0,572.0
664,3,2015-08-29 23:01:23,798.715,UNKNOWN,"furniture_store,general_contractor,home_goods_store,store,point_of_interest,establishment",Overcast,23.6,0.0,35.0,0.0,11.0,566.0
665,3,2015-08-30 13:31:38,813.219166666667,STILL,"gym,university,health,point_of_interest,establishment",Overcast,19.4,2.0,1.0,0.0,1.0,26.0
666,3,2015-08-30 15:21:42,815.053611111111,STILL,"gym,university,health,point_of_interest,establishment",Overcast,21.9,2.9,0.0,0.0,1.0,19.0
668,3,2015-08-30 20:31:39,820.219444444444,ON_BICYCLE,"museum,university,point_of_interest,establishment",Mostly Cloudy,25.1,0.0,0.0,0.0,6.0,204.0
680,3,2015-09-02 13:31:49,885.222222222222,STILL,"gym,university,health,point_of_interest,establishment",Mostly Cloudy,24.1,1.0,15.0,0.0,11.0,804.0
681,3,2015-09-02 15:21:48,887.055277777778,STILL,"gym,university,health,point_of_interest,establishment",Partly Cloudy,24.7,2.9,15.0,0.0,17.0,1103.0
682,3,2015-09-02 18:31:38,890.219166666667,STILL,"restaurant,food,point_of_interest,establishment",Clear,30.1,3.0,15.0,0.0,12.0,874.0
683,3,2015-09-02 20:31:00,892.208611111111,IN_VEHICLE,"store,car_repair,point_of_interest,establishment",Clear,30.4,2.0,0.0,0.0,3.0,112.0
684,3,2015-09-02 23:01:33,894.717777777778,IN_VEHICLE,"store,car_repair,point_of_interest,establishment",Clear,29.8,0.0,15.0,0.0,0.0,0.0
689,3,2015-09-03 23:01:29,918.716666666667,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,21.1,0.0,4.0,0.0,0.0,0.0
690,3,2015-09-04 13:31:17,933.213333333333,ON_FOOT,"restaurant,food,point_of_interest,establishment",Overcast,19.6,0.0,0.0,0.0,0.0,0.0
691,3,2015-09-04 15:21:30,935.050277777778,STILL,"gym,university,health,point_of_interest,establishment",Overcast,22.0,0.9,0.0,0.0,19.0,1626.0
692,3,2015-09-04 18:33:02,938.2425,STILL,"gym,university,health,point_of_interest,establishment",Mostly Cloudy,26.3,0.0,15.0,0.0,3.0,79.0
694,3,2015-09-04 23:01:17,942.713333333333,ON_FOOT,"university,point_of_interest,establishment",Mostly Cloudy,25.8,0.9,15.0,0.0,4.0,132.0
698,3,2015-09-05 20:31:31,964.217222222222,STILL,"gym,university,health,point_of_interest,establishment",Overcast,24.7,1.7,15.0,0.0,1.0,26.0
699,3,2015-09-05 23:01:05,966.71,STILL,"gym,university,health,point_of_interest,establishment",Partly Cloudy,24.2,0.0,0.0,0.0,40.0,5659.0
702,3,2015-09-06 18:31:34,986.218055555556,STILL,"restaurant,food,point_of_interest,establishment",Clear,31.7,4.0,0.0,0.0,2.0,46.0
704,3,2015-09-06 23:01:31,990.717222222222,STILL,"painter,store,point_of_interest,establishment",Partly Cloudy,30.7,4.0,0.0,0.0,10.0,344.0
710,3,2015-09-08 13:31:54,1029.22361111111,STILL,"university,point_of_interest,establishment",Partly Cloudy,25.6,0.0,30.0,0.0,4.0,299.0
713,3,2015-09-08 20:32:57,1036.24111111111,STILL,"gym,university,health,point_of_interest,establishment",Partly Cloudy,30.5,6.0,15.0,0.0,10.0,818.0
715,3,2015-09-09 13:31:35,1053.21833333333,STILL,"university,point_of_interest,establishment",Mostly Cloudy,19.9,3.0,0.0,0.0,8.0,701.0
716,3,2015-09-09 15:21:56,1055.0575,STILL,"university,point_of_interest,establishment",Mostly Cloudy,21.8,4.0,15.0,0.0,11.0,1120.0
717,3,2015-09-09 18:33:59,1058.25833333333,STILL,"gym,university,health,point_of_interest,establishment",Mostly Cloudy,24.2,2.0,15.0,0.0,21.0,1964.0
718,3,2015-09-09 20:31:48,1060.22194444444,IN_VEHICLE,"pharmacy,store,health,point_of_interest,establishment",Partly Cloudy,24.6,2.0,0.0,0.0,19.0,982.0
719,3,2015-09-09 23:00:58,1062.70805555556,ON_FOOT,"gym,university,health,point_of_interest,establishment",Partly Cloudy,21.8,0.0,0.0,0.0,24.0,2231.0
721,3,2015-09-10 15:21:04,1079.04305555556,ON_FOOT,"university,point_of_interest,establishment",Clear,22.1,1.6,0.0,0.0,9.0,508.0
722,3,2015-09-10 18:31:40,1082.21972222222,UNKNOWN,"university,point_of_interest,establishment",Clear,24.0,1.6,0.0,0.0,1.0,14.0
723,3,2015-09-10 20:31:06,1084.21027777778,ON_FOOT,"university,point_of_interest,establishment",Clear,25.1,0.0,0.0,0.0,12.0,803.0
725,3,2015-09-11 13:31:20,1101.21416666667,STILL,"gym,university,health,point_of_interest,establishment",Partly Cloudy,16.3,4.9,0.0,0.0,15.0,1463.0
728,3,2015-09-11 20:31:01,1108.20888888889,IN_VEHICLE,"park,point_of_interest,establishment",Overcast,16.5,0.0,15.0,0.0,10.0,560.0
732,3,2015-09-12 18:31:36,1130.21861111111,IN_VEHICLE,"store,parking,point_of_interest,establishment",Overcast,14.2,0.0,15.0,0.0,40.0,2239.0
733,3,2015-09-12 20:32:03,1132.22611111111,STILL,"food,store,point_of_interest,establishment",Overcast,13.8,0.0,15.0,0.0,2.0,34.0
734,3,2015-09-12 23:01:32,1134.7175,UNKNOWN,"food,store,point_of_interest,establishment",Overcast,13.5,0.0,15.0,0.0,12.0,943.0
736,3,2015-09-13 15:21:31,1151.05055555556,STILL,"gym,university,health,point_of_interest,establishment",Clear,14.3,2.0,0.0,0.0,28.0,2348.0
738,3,2015-09-13 20:31:31,1156.21722222222,IN_VEHICLE,"university,point_of_interest,establishment",Partly Cloudy,18.5,2.2,0.0,0.0,3.0,225.0
739,3,2015-09-13 23:01:57,1158.72444444444,STILL,"gym,university,health,point_of_interest,establishment",Clear,17.4,0.0,0.0,0.0,0.0,0.0
749,4,2015-07-28 20:31:13,,STILL,home,Clear,31.4,0.0,0.0,0.0,8.0,261.0
751,4,2015-07-29 11:01:37,,STILL,home,Partly Cloudy,18.9,0.0,15.0,0.0,0.0,0.0
752,4,2015-07-29 15:31:00,,STILL,work,Clear,30.2,3.4,15.0,0.0,1.0,16.0
754,4,2015-07-29 20:31:31,,AUGMENTED_VEHICLE,"store,point_of_interest,establishment",Mostly Cloudy,25.3,2.0,15.0,0.0,13.0,462.0
759,4,2015-07-30 20:31:30,,STILL,home,Clear,29.0,2.7,0.0,0.0,3.0,109.0
762,4,2015-07-31 15:31:35,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Clear,27.0,7.0,0.0,0.0,3.0,75.0
763,4,2015-07-31 18:30:54,,UNKNOWN,"meal_takeaway,restaurant,food,point_of_interest,establishment",Mostly Cloudy,30.1,1.0,0.0,0.0,2.0,90.0
768,4,2015-08-01 18:32:00,,IN_VEHICLE,"university,point_of_interest,establishment",Clear,31.0,12.0,0.0,0.0,5.0,164.0
775,4,2015-08-02 23:01:25,,ON_FOOT,"home_goods_store,store,point_of_interest,establishment",Clear,29.2,6.8,0.0,0.0,22.0,1397.0
776,4,2015-08-03 11:03:51,,STILL,"grocery_or_supermarket,restaurant,store,food,point_of_interest,establishment",Clear,25.6,9.6,0.0,0.0,0.0,0.0
777,4,2015-08-03 15:31:14,,AUGMENTED_VEHICLE,"car_repair,electronics_store,store,point_of_interest,establishment",Scattered Clouds,29.3,12.1,0.0,0.0,14.0,824.0
779,4,2015-08-03 20:30:46,,ON_FOOT,"painter,general_contractor,home_goods_store,store,point_of_interest,establishment",Partly Cloudy,27.6,15.0,0.0,0.0,57.0,4570.0
780,4,2015-08-03 23:01:05,,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Partly Cloudy,27.1,4.0,15.0,0.0,16.0,860.0
781,4,2015-08-04 11:01:31,,STILL,"grocery_or_supermarket,restaurant,store,food,point_of_interest,establishment",Clear,22.8,6.7,32.0,0.0,3.0,105.0
782,4,2015-08-04 15:30:51,,STILL,"grocery_or_supermarket,restaurant,store,food,point_of_interest,establishment",Clear,27.5,14.3,15.0,0.0,0.0,0.0
784,4,2015-08-04 20:31:30,,IN_VEHICLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",Clear,28.6,1.8,15.0,0.0,27.0,2047.0
785,4,2015-08-04 23:01:11,,ON_FOOT,"clothing_store,home_goods_store,jewelry_store,store,point_of_interest,establishment",Clear,27.6,0.0,15.0,0.0,34.0,2242.0
788,4,2015-08-05 18:30:54,,IN_VEHICLE,"hardware_store,store,point_of_interest,establishment",Partly Cloudy,28.8,3.2,0.0,0.0,7.0,311.0
789,4,2015-08-05 20:31:02,,IN_VEHICLE,"department_store,store,point_of_interest,establishment",Partly Cloudy,26.9,3.0,0.0,0.0,6.0,159.0
790,4,2015-08-05 23:01:00,,IN_VEHICLE,"hardware_store,store,point_of_interest,establishment",Mostly Cloudy,22.7,0.0,0.0,0.0,18.0,905.0
800,4,2015-08-07 23:00:59,,STILL,"store,car_repair,point_of_interest,establishment",Partly Cloudy,24.9,2.2,35.0,0.0,9.0,303.0
804,4,2015-08-08 20:31:34,,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Overcast,24.7,2.0,0.0,0.0,1.0,22.0
809,4,2015-08-09 20:31:00,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Clear,25.9,1.0,0.0,0.0,28.0,1451.0
810,4,2015-08-09 23:01:35,,IN_VEHICLE,"bar,restaurant,food,point_of_interest,establishment",Clear,25.8,1.1,0.0,0.0,14.0,661.0
812,4,2015-08-10 15:31:45,,STILL,home,Overcast,24.4,0.7,36.0,0.0,1.0,51.0
813,4,2015-08-10 18:32:06,,STILL,home,Thunderstorm,23.0,0.0,59.0,0.0,10.0,420.0
815,4,2015-08-10 23:01:45,,IN_VEHICLE,"clothing_store,store,point_of_interest,establishment",Partly Cloudy,22.0,0.0,15.0,0.0,9.0,323.0
816,4,2015-08-11 11:02:38,,STILL,home,Overcast,18.6,0.0,0.0,0.0,53.0,5172.0
818,4,2015-08-11 18:32:00,,STILL,home,Partly Cloudy,24.9,4.0,15.0,0.0,8.0,329.0
820,4,2015-08-11 23:01:33,,STILL,home,Clear,25.3,0.0,12.0,0.0,0.0,0.0
821,4,2015-08-12 11:03:23,,STILL,home,Clear,14.8,1.6,0.0,0.0,0.0,0.0
822,4,2015-08-12 15:32:01,,UNKNOWN,"cafe,food,point_of_interest,establishment",Partly Cloudy,20.3,4.0,0.0,0.0,6.0,273.0
823,4,2015-08-12 18:31:32,,STILL,home,Overcast,22.5,3.0,0.0,0.0,7.0,203.0
827,4,2015-08-13 15:31:30,,STILL,home,Clear,23.7,0.0,0.0,0.0,35.0,2227.0
828,4,2015-08-13 18:31:29,,STILL,home,Clear,27.2,5.0,15.0,0.0,2.0,76.0
832,4,2015-08-14 15:32:11,,STILL,home,Partly Cloudy,24.3,0.0,15.0,0.0,9.0,251.0
834,4,2015-08-14 20:32:04,,STILL,home,Partly Cloudy,29.2,2.0,15.0,0.0,14.0,549.0
836,4,2015-08-15 11:01:38,,UNKNOWN,"store,point_of_interest,establishment",Overcast,17.8,0.0,0.0,0.0,24.0,1571.0
837,4,2015-08-15 15:31:15,,IN_VEHICLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",Scattered Clouds,29.9,1.7,15.0,0.0,0.0,0.0
839,4,2015-08-15 20:31:12,,ON_FOOT,"restaurant,food,point_of_interest,establishment",Partly Cloudy,29.8,2.7,0.0,0.0,6.0,269.0
842,4,2015-08-16 15:31:32,,STILL,"restaurant,food,point_of_interest,establishment",Scattered Clouds,18.9,1.7,0.0,0.0,36.0,3572.0
843,4,2015-08-16 18:31:08,,ON_FOOT,"florist,store,point_of_interest,establishment",Mostly Cloudy,28.6,3.2,0.0,0.0,55.0,4767.0
844,4,2015-08-16 20:31:15,,STILL,"florist,store,point_of_interest,establishment",Mostly Cloudy,27.3,2.7,29.0,0.0,9.0,673.0
848,4,2015-08-17 18:31:01,,STILL,"park,point_of_interest,establishment",Overcast,22.2,2.9,50.0,0.0,6.0,184.0
849,4,2015-08-17 20:31:35,,STILL,"park,point_of_interest,establishment",Overcast,22.2,2.9,50.0,0.0,1.0,24.0
850,4,2015-08-17 23:02:02,,STILL,"restaurant,food,point_of_interest,establishment",Light Rain,22.4,2.2,99.0,0.0,42.0,3075.0
852,4,2015-08-18 15:31:51,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,24.1,2.2,0.0,0.0,13.0,682.0
859,4,2015-08-19 20:31:51,,IN_VEHICLE,"pharmacy,store,health,point_of_interest,establishment",Scattered Clouds,24.0,15.0,39.0,0.0,21.0,874.0
861,4,2015-08-20 11:02:04,,STILL,"pharmacy,store,health,point_of_interest,establishment",Partly Cloudy,9.0,6.0,0.0,0.0,6.0,210.0
863,4,2015-08-20 18:31:08,,STILL,"pharmacy,store,health,point_of_interest,establishment",Mostly Cloudy,19.0,8.0,81.0,0.0,8.0,293.0
865,4,2015-08-20 23:01:25,,ON_FOOT,"pharmacy,store,health,point_of_interest,establishment",Mostly Cloudy,19.0,8.0,81.0,0.0,21.0,901.0
866,4,2015-08-21 11:01:47,,STILL,"restaurant,food,point_of_interest,establishment",Overcast,15.8,1.7,0.0,0.0,0.0,0.0
870,4,2015-08-21 23:01:09,,ON_FOOT,"cafe,food,point_of_interest,establishment",Overcast,20.6,2.7,0.0,0.0,5.0,176.0
871,4,2015-08-22 12:01:49,,STILL,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,15.6,0.0,-1.0,-1.0,0.0,0.0
872,4,2015-08-22 16:33:31,,ON_FOOT,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,23.3,0.0,0.0,0.0,5.0,248.0
873,4,2015-08-22 19:31:23,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,23.3,0.0,35.0,0.0,3.0,63.0
874,4,2015-08-22 21:32:13,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,23.3,0.0,0.0,0.0,0.0,0.0
875,4,2015-08-23 00:01:12,,STILL,"meal_takeaway,restaurant,food,point_of_interest,establishment",Partly Cloudy,23.4,2.0,0.0,0.0,2.0,128.0
878,4,2015-08-23 18:31:16,,STILL,"restaurant,food,point_of_interest,establishment",Partly Cloudy,26.8,0.0,15.0,0.0,23.0,834.0
879,4,2015-08-23 20:31:27,,STILL,"restaurant,meal_delivery,food,point_of_interest,establishment",Partly Cloudy,25.7,0.0,45.0,0.0,37.0,3158.0
881,4,2015-08-24 11:03:18,,STILL,"restaurant,meal_delivery,food,point_of_interest,establishment",Clear,10.9,0.0,0.0,0.0,0.0,0.0
882,4,2015-08-24 15:31:47,,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Clear,18.4,0.0,0.0,0.0,30.0,1732.0
883,4,2015-08-24 18:31:08,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Mostly Cloudy,21.8,0.0,0.0,0.0,33.0,1651.0
886,4,2015-08-25 11:01:33,,IN_VEHICLE,"clothing_store,jewelry_store,store,point_of_interest,establishment",Overcast,13.7,2.1,0.0,0.0,6.0,239.0
888,4,2015-08-25 18:32:35,,STILL,"park,point_of_interest,establishment",Overcast,15.6,1.0,0.0,0.0,24.0,1022.0
889,4,2015-08-25 20:32:20,,STILL,"park,point_of_interest,establishment",Overcast,17.4,0.0,1.0,0.0,7.0,220.0
892,4,2015-08-26 15:32:15,,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,17.7,2.0,1.0,0.0,27.0,812.0
894,4,2015-08-26 20:31:50,,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,18.7,3.0,0.0,0.0,17.0,674.0
895,4,2015-08-26 23:01:49,,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,17.6,0.0,1.0,0.0,12.0,294.0
898,4,2015-08-27 18:31:37,,STILL,"park,point_of_interest,establishment",Overcast,19.0,1.0,0.0,0.0,14.0,635.0
907,4,2015-08-29 15:31:55,,STILL,"general_contractor,home_goods_store,store,point_of_interest,establishment",Overcast,16.1,2.0,15.0,0.0,43.0,3701.0
909,4,2015-08-29 20:31:23,,IN_VEHICLE,"park,local_government_office,point_of_interest,establishment",Overcast,22.2,5.0,0.0,0.0,20.0,857.0
912,4,2015-08-30 15:31:31,,STILL,"general_contractor,home_goods_store,store,point_of_interest,establishment",Partly Cloudy,21.7,2.0,0.0,0.0,1.0,24.0
913,4,2015-08-30 18:31:44,,STILL,"general_contractor,home_goods_store,store,point_of_interest,establishment",Partly Cloudy,25.0,5.0,0.0,0.0,11.0,344.0
915,4,2015-08-30 23:01:12,,IN_VEHICLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",Partly Cloudy,25.9,0.0,0.0,0.0,9.0,289.0
920,4,2015-08-31 23:01:34,,ON_FOOT,"university,point_of_interest,establishment",Clear,27.1,0.0,0.0,0.0,0.0,0.0
921,4,2015-09-01 11:01:06,,STILL,"park,point_of_interest,establishment",Fog,17.1,0.0,0.0,0.0,9.0,476.0
922,4,2015-09-01 15:31:41,,ON_BICYCLE,"university,point_of_interest,establishment",Clear,28.0,2.0,0.0,0.0,26.0,1315.0
923,4,2015-09-01 18:31:21,,IN_VEHICLE,"bakery,store,food,point_of_interest,establishment",Clear,30.2,1.6,0.0,0.0,49.0,2469.0
927,4,2015-09-02 15:31:22,,STILL,"university,point_of_interest,establishment",Mostly Cloudy,25.4,0.0,15.0,0.0,4.0,97.0
929,4,2015-09-02 20:31:31,,UNKNOWN,"university,point_of_interest,establishment",Clear,31.1,2.2,15.0,0.0,33.0,3065.0
930,4,2015-09-02 23:06:03,,STILL,"university,point_of_interest,establishment",Clear,24.8,0.0,15.0,0.0,9.0,414.0
931,4,2015-09-03 11:02:15,,STILL,"store,car_repair,point_of_interest,establishment",Clear,20.5,0.0,0.0,0.0,0.0,0.0
932,4,2015-09-03 15:31:09,,STILL,"university,point_of_interest,establishment",Clear,28.8,1.0,15.0,0.0,23.0,1110.0
938,4,2015-09-04 18:33:31,,STILL,"university,point_of_interest,establishment",Mostly Cloudy,26.3,0.0,15.0,0.0,23.0,699.0
945,4,2015-09-05 23:02:15,,STILL,"store,car_repair,point_of_interest,establishment",Partly Cloudy,24.2,0.0,0.0,0.0,0.0,0.0
947,4,2015-09-06 15:31:37,,STILL,"store,car_repair,point_of_interest,establishment",Clear,27.8,0.0,0.0,0.0,0.0,0.0
953,4,2015-09-07 18:33:42,,STILL,"store,car_repair,point_of_interest,establishment",Clear,31.6,3.0,15.0,0.0,13.0,444.0
959,4,2015-09-08 20:31:15,,STILL,"university,point_of_interest,establishment",Partly Cloudy,30.5,6.0,15.0,0.0,8.0,437.0
961,5,2015-07-27 19:01:43,,STILL,"university,atm,finance,point_of_interest,establishment",Clear,30.0,0.7,0.0,0.0,22.0,1094.0
962,5,2015-07-27 22:01:13,,IN_VEHICLE,"park,point_of_interest,establishment",Clear,29.7,0.0,0.0,0.0,10.0,482.0
963,5,2015-07-28 00:32:01,,STILL,"park,point_of_interest,establishment",Clear,27.3,0.0,0.0,0.0,3.0,71.0
967,5,2015-07-28 22:02:08,,STILL,work,Partly Cloudy,30.7,4.0,0.0,0.0,19.0,1084.0
970,5,2015-07-29 17:01:51,,STILL,work,Clear,30.3,1.0,58.0,0.0,6.0,197.0
972,5,2015-07-29 22:01:18,,STILL,"park,point_of_interest,establishment",Mostly Cloudy,27.0,0.0,15.0,0.0,5.0,120.0
973,5,2015-07-30 00:31:46,,ON_BICYCLE,"grocery_or_supermarket,bakery,health,florist,store,food,point_of_interest,establishment",Partly Cloudy,26.1,0.0,15.0,0.0,15.0,572.0
974,5,2015-07-30 13:01:49,,STILL,"park,point_of_interest,establishment",Clear,23.3,0.0,0.0,0.0,20.0,836.0
975,5,2015-07-30 17:01:01,,ON_FOOT,"university,point_of_interest,establishment",Clear,26.8,2.2,0.0,0.0,14.0,1098.0
976,5,2015-07-30 19:01:29,,ON_FOOT,"university,atm,finance,point_of_interest,establishment",Clear,28.2,4.0,0.0,0.0,16.0,688.0
981,5,2015-07-31 19:01:31,,STILL,"park,point_of_interest,establishment",Overcast,27.9,1.0,15.0,0.0,10.0,301.0
982,5,2015-07-31 22:01:32,,STILL,"park,point_of_interest,establishment",Clear,28.3,6.0,15.0,0.0,2.0,51.0
983,5,2015-08-01 00:31:49,,ON_FOOT,"shoe_store,store,point_of_interest,establishment",Clear,24.4,1.0,15.0,0.0,26.0,931.0
984,5,2015-08-01 13:01:56,,STILL,"park,point_of_interest,establishment",Clear,22.6,1.1,0.0,0.0,1.0,18.0
985,5,2015-08-01 17:01:30,,STILL,"park,point_of_interest,establishment",Clear,26.2,0.0,15.0,0.0,1.0,54.0
986,5,2015-08-01 19:01:42,,STILL,"park,point_of_interest,establishment",Scattered Clouds,28.0,16.0,15.0,0.0,0.0,0.0
988,5,2015-08-02 00:31:24,,STILL,"clothing_store,store,point_of_interest,establishment",Clear,25.0,7.0,0.0,0.0,12.0,906.0
991,5,2015-08-02 19:02:06,,STILL,"park,point_of_interest,establishment",Clear,32.2,4.9,15.0,0.0,0.0,0.0
992,5,2015-08-02 22:01:27,,IN_VEHICLE,"gym,health,point_of_interest,establishment",Clear,31.9,2.0,15.0,0.0,6.0,199.0
997,5,2015-08-03 22:01:43,,IN_VEHICLE,"university,atm,finance,point_of_interest,establishment",Partly Cloudy,25.5,3.0,0.0,0.0,10.0,473.0
998,5,2015-08-04 00:33:06,,STILL,"park,point_of_interest,establishment",Clear,22.4,1.0,0.0,0.0,3.0,157.0
1003,5,2015-08-05 00:31:32,,ON_FOOT,"clothing_store,store,point_of_interest,establishment",Partly Cloudy,22.9,0.0,0.0,0.0,17.0,498.0
1004,5,2015-08-05 13:01:49,,STILL,"park,point_of_interest,establishment",Clear,20.7,0.0,0.0,0.0,4.0,149.0
1006,5,2015-08-05 19:01:42,,STILL,"university,point_of_interest,establishment",Partly Cloudy,24.3,3.0,0.0,0.0,14.0,1064.0
1008,5,2015-08-06 00:31:30,,STILL,"university,local_government_office,point_of_interest,establishment",Clear,21.9,0.0,0.0,0.0,5.0,130.0
1010,5,2015-08-06 17:02:10,,STILL,work,Partly Cloudy,22.6,4.0,0.0,0.0,1.0,103.0
1012,5,2015-08-06 22:02:00,,STILL,"university,local_government_office,point_of_interest,establishment",Partly Cloudy,22.9,0.0,0.0,0.0,6.0,190.0
1013,5,2015-08-07 00:31:26,,IN_VEHICLE,"university,point_of_interest,establishment",Clear,22.1,0.0,0.0,0.0,7.0,195.0
1014,5,2015-08-07 13:02:07,,STILL,"park,point_of_interest,establishment",Clear,22.4,1.1,0.0,0.0,17.0,577.0
1015,5,2015-08-07 17:01:46,,STILL,work,Clear,23.9,3.0,0.0,0.0,0.0,0.0
1016,5,2015-08-07 19:01:00,,STILL,"park,point_of_interest,establishment",Partly Cloudy,24.8,2.0,0.0,0.0,0.0,0.0
1020,5,2015-08-08 17:01:40,,STILL,"park,point_of_interest,establishment",Overcast,23.3,1.0,15.0,0.0,3.0,161.0
1022,5,2015-08-08 22:01:31,,STILL,"park,point_of_interest,establishment",Overcast,22.8,0.0,0.0,0.0,4.0,154.0
1023,5,2015-08-09 00:33:15,,STILL,"park,point_of_interest,establishment",Overcast,22.6,0.0,0.0,0.0,0.0,0.0
1025,5,2015-08-09 17:01:33,,IN_VEHICLE,"gas_station,convenience_store,food,store,point_of_interest,establishment",Overcast,24.3,4.0,0.0,0.0,27.0,1439.0
1026,5,2015-08-09 19:01:07,,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Rain,24.1,0.0,0.0,0.0,10.0,372.0
1028,5,2015-08-10 00:31:33,,STILL,"park,point_of_interest,establishment",Mostly Cloudy,23.0,0.0,0.0,0.0,8.0,281.0
1030,5,2015-08-10 17:01:52,,STILL,"university,atm,finance,point_of_interest,establishment",Overcast,23.9,0.0,100.0,0.0,10.0,760.0
1031,5,2015-08-10 19:04:31,,STILL,work,Thunderstorm,22.7,1.0,15.0,0.0,0.0,0.0
1032,5,2015-08-10 22:01:29,,STILL,"university,point_of_interest,establishment",Partly Cloudy,23.3,0.0,62.0,0.0,11.0,587.0
1033,5,2015-08-11 00:31:31,,STILL,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,22.4,0.0,15.0,0.0,18.0,483.0
1036,5,2015-08-11 19:01:26,,ON_FOOT,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",Partly Cloudy,24.7,0.0,15.0,0.0,15.0,1348.0
1038,5,2015-08-12 00:31:29,,STILL,"park,point_of_interest,establishment",Overcast,22.4,0.7,6.0,0.0,1.0,40.0
1039,5,2015-08-12 13:01:44,,STILL,"park,point_of_interest,establishment",Overcast,16.5,0.7,0.0,0.0,0.0,0.0
1041,5,2015-08-12 19:02:14,,STILL,"university,point_of_interest,establishment",Overcast,22.3,4.0,0.0,0.0,9.0,744.0
1042,5,2015-08-12 22:01:10,,STILL,"restaurant,meal_takeaway,food,point_of_interest,establishment",Mostly Cloudy,23.7,1.0,0.0,0.0,7.0,357.0
